Provinsi,Destinasi,Rating,Alamat,Detail,Jam Operasional,Biaya Masuk
Sumatera Selatan,Tugu Belido Palembang,4.4,"2Q45+WV2, 19 Ilir, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan 30113","Lokasinya yang berada di tepian Sungai Musi dan berhadapan langsung dengan Jembatan Ampera, membuat tugu ikan Belido ini tampak menarik perhatian. Pasalnya tugu Belido bukanlah sembarang tugu, melainkan dijadikan sebagai ikon baru khusus untuk wisata yang ada di Palembang. Sedangkan ikan Belido sendiri, merupakan hewan yang banyak ditemukan di Sungai Musi meski kini sudah semakin langka.",Setiap Hari ( 24 Jam ),Rp 10.000
Sumatera Selatan,Taman Purbakala Kerajaan Sriwijaya,4.4,"XPMM+XQM, Jl. Syakyakirti, Karang Anyar, Kec. Gandus, Kota Palembang, Sumatera Selatan","Taman Purbakala Kerajaan Sriwijaya atau sebelumnya dikenal dengan nama Situs Karanganyar adalah taman purbakala bekas kawasan permukiman dan taman yang dikaitkan dengan kerajaan Sriwijaya yang terletak tepi utara Sungai Musi di kota Palembang, Sumatra Selatan. Di kawasan ini ditemukan jaringan kanal, parit dan kolam yang disusun rapi dan teratur yang memastikan bahwa kawasan ini adalah buatan manusia, sehingga dipercaya bahwa pusat kerajaan Sriwijaya di Palembang terletak di situs ini. Di kawasan ini ditemukan banyak peninggalan purbakala yang menunjukkan bahwa kawasan ini pernah menjadi pusat permukiman dan pusat aktivitas manusia.",Setiap Hari ( 08.00 - 18.00 WIB ),Rp 3.000
Sumatera Selatan,Sekanak Sidewalk Palembang,4.4,"2Q54+9CW, Talang Semut, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan 30113","Sekanak Sidewalk merupakan objek wisata baru yang dibangun dalam persiapan Asian Games 2018. Keunikannya terlihat pada konsep warna-warni pada bagian jalannya yang terletak di pinggir Sungai Sekanak. Tempat ini sangat menarik untuk dikunjungi bagi Anda yang ingin mencari spot foto yang unik. Selain jalannya yang unik, di sini rumah penduduk sekitar juga di cat warna-warni dan adanya bangunan-bangunan lawas dengan nuansa heritage sebagai daya tarik tambahan. Hal ini diimbangi dengan proses revitalisasi Sungai Sekanak menjadi lebih bersih dan indah sehingga menarik untuk dikunjungi.",Senin dan Sabtu ( 24 Jam ),Gratis
Sumatera Selatan,Gunung Dempo Pagar Alam,4.6,"Dempio Makmur, Kec. Pagar Alam Utara, Kab. Pagar Alam, Sumatera Selatan.","Gunung dempo memiliki ketinggian kurang lebih 3159 mdpl yang mana memiliki pemandangan indah dengan adanya kebun teh berhektar-hektar. Uniknya, kawah ini juga bisa berubah warna sewaktu-waktu. Kadang berwarna putih, biru ataupun hijau. Sementara di dekat gunung ini ada juga Kampung Ampat yang kebanyakan warganya adalah suku jawa. Para wisatawan yang datang bisa juga mempelajari adat atau budaya yang mereka jaga. Tak heran pula bahwa tempat ini menjadi tujuan transmigrasi masyarakat Jawa. Gunung Dempo berada di Dempo Makmur, Pagar Alam Utara Kota Pagar Alam.",Setiap Hari ( 24 Jam ),Gratis
Sumatera Selatan,Klenteng Chandra Nadi,4.9,"2Q48+WJ4, Jl. Benteng, 9/10 Ulu, Kecamatan Seberang Ulu I, Kota Palembang, Sumatera Selatan 30111","Selain memiliki masjid bersejarah, ternyata Palembang juga memiliki Klenteng yang tampak menarik untuk dikunjungi. Pasalnya Klenteng Chandra Nadi yang dibangun pada tahun 1733 ini bukanlah sekedar tempat ibadah semata, melainkan sebagai bangunan kuno bersejarah. Klenteng ini tampak unik, lantaran tampilannya yang eksotis lantaran didominasi oleh warna merah di setiap sudutnya. Siapapun yang melihanya, akan tertegun tiada henti dan ingin mengabadikannya.",Setiap Hari ( 06.00 - 17.00 WIB ),Gratis
Sumatera Selatan,Museum Balaputera Dewa,4.5,"Jalan Srijaya I No. 288, RW.5, Srijaya, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30139","Museum Balaputra Dewa adalah salah satu dari apa yang disebut Museum Negeri Indonesia, yang mewakili masing-masing provinsi di Indonesia. Pembangunan museum dimulai pada tahun 1978 dan bangunannya diresmikan pada tanggal 5 November 1984. Keputusan untuk nama ""Balaputra Dewa"" didasarkan pada India abad ke-9 berdaulat Balaputra yang tercatat dalam prasasti yang ditemukan di Nalanda, India. Prasasti Nalanda menyebutkan hubungannya dengan membangun sebuah biara Buddha di bawah sponsornya. Kedua namanya disebutkan ditemukan di prasasti di Jawa pada abad ke-9 masehi yang berkaitan kekalahannya di Jawa atas Rakai Pikatan, seorang penguasa dari dinasti Sanjaya, yang diminta Balaputra untuk meninggalkan Jawa untuk menetap di tempat yang sekarang kota Palembang, Sumatra Selatan.",Selasa - Minggu ( 08.00 - 16.00 WIB ),Rp 1.000 - Rp 2.000
Sumatera Selatan,Taman Kota Prabumulih,4.4,"H6JW+MF4, Jl. Jend. A. Yani, Gn. Ibul, Kec. Prabumulih Tim., Kota Prabumulih, Sumatera Selatan 31113","Dulunya taman kota ini adalah lapangan sepakbola lalu dilakukanlah perombakan besar-besaran oleh Pemerintaha Kota, dan jadilah Taman Kota Prabumulih. Tidak hanya Monumen Patung Kuda saja yang sangat identik dengan Kota Prabumulih tapi Taman Kota Prabumulih ini juga sangat ikonik. Dan setiap hari minggu tempat wisata di Sumatera Selatan ini menjadi kawasan Car Free Day. Jadi memang sangat ramai dikunjungi wisatawan baik warga lokal maupun yang datang dari luar Kota Prabumulih. Cukup banyak fasilitas di Taman Kota Prabumulih ini. Misalnya seperti jogging track, taman bermain anak, dan juga area kuliner yang siap menggoyang lidah kamu. Dan destinasi ini memang sangat wajib untuk dikunjungi ketika kamu berada di Kota Prabumulih.",Setiap Hari ( 24 Jam ),Gratis
Sumatera Selatan,Taman Gunung Ibul,3.6,"H7JF+RMH, Sungai Kelekar, Tim.,, Gn. Ibul, Kec. Prabumulih Tim., Kota Prabumulih, Sumatera Selatan 31146","Bersih dan tertatasangat rapi, bahkan kolam cinta yang ada di dalam tamannya pun terlihat begitu bersih. Rindangnya pepohonan yang ada di dalam Taman Gunung Ibul ini menjadi spot terbaik untuk menikmati pesona taman buatan di Kota Prabumulih. Fasilitas seperti taman bermain ada juga tersedia di tempat wisata di Sumatera Selatan yang satu ini. Oleh karena itu Taman Gunung Ibul menjadi spot destinasidi Kota Prabumulih yang cukup banyak pengunjungnya. Untuk lokasinya sendiri berada di Kelurahan Gunung Ibul, dan masih berada di wilayah Kecamatan Prabumulih Timur.",Setiap Hari ( 24 Jam ),Gratis
Riau,Candi Muara Takus,4.3,"Desa Muara Takus Kec. XIII Koto Kampar Kab. Kampar, Riau","Candi Muara Takus adalah salah satu wisata bersejarah yang berada di Kepulauan Riau. Bangunan peninggalan yang memiliki banyak nilai sejarah ini berada tersembunyi di pinggir sungai Kampar, Desa Muara Takus. Tempat ini menjadi destinasi wisata yang wajib dikunjungi oleh wisatawan luar kota. Keindahan bangunan candi ini dapat memikat mata siapa saja yang melihatnya, terlebih dengan pemandangan hijaunya pepohonan yang menjadi bingkai tempat tersebut.",Setiap Hari ( 08.00 - 18.00 WIB),Rp 10.000
Riau,Istana Siak Sri Indrapura,4.5,"Sri Indrapura, Kampung Dalam, Kec. Siak, Kab. Siak, Riau","Istana Siak Sri Indrapura atau Istana Siak adalah sebuah istana Kesultanan Siak Sri Indrapura yang terletak di Kabupaten Siak, Riau, di pulau Sumatera, Indonesia. Istana itu kini disulap menjadi museum. Kompleks istana ini memiliki luas sekitar 32.000 meter persegi yang terdiri dari 4 istana yaitu Istana Siak, Istana Lima, Istana Padjang, dan Istana Baru. Masing-masing keraton termasuk Keraton Siak sendiri memiliki luas 1.000 meter persegi",Setiap Hari ( 08.00 - 16.00 WIB ),Rp 5.000
Riau,Masjid Raya An Nur,4.5,"Jl. Hangtuah Ujung, Sumahilang, Kec. Pekanbaru Kota, Kota Pekanbaru, Riau 28156","Masjid Agung An-Nur adalah sebuah masjid yang terletak di Pekanbaru, Riau, Indonesia. Konstruksi dimulai pada tahun 1963 dan selesai pada tahun 1968. Masjid ini dapat menampung sekitar 4.500 jamaah. Merupakan salah satu masjid terbesar di Indonesia. Masjid memiliki pengaruh dari berbagai gaya arsitektur: Melayu, Turki, Arab dan India.",Setap Hari ( 24 Jam ),Gratis
Riau,Rainbow hills Pekanbaru,3.8,"HFJ6+C88, Jl. Kemping, Lembah Sari, Kec. Rumbai Pesisir, Kota Pekanbaru, Riau 28261","Rainbow Hills Rumbai ini berasal dari kombinasi tanah di perbukitan ini yang memiliki warna-warni yang menarik yaitu perpaduan warna orange, pink, abu-abu, coklat dan ditambah dengan adanya pepohonan di sekitar bukit dan background langit biru yang cerah terlihat seperti pelangi.",Setap Hari ( 24 Jam ),Rp 5.000
Riau,Taman Hutan Raya Sultan Syarif Hasyim,4.2,"MCCH+XVV, Jl. Yos Sudarso, Minas Jaya, Kec. Minas, Kabupaten Siak, Riau 28267","Taman Hutan Raya Sultan Syarif Hasyim adalah suatu kawasan hutan konservasi yang masuk dalam wilayah Kabupaten Kampar, Siak, dan Kota Pekanbaru di Provinsi Riau.",Setap Hari ( 24 Jam ),Gratis
Riau,Bukit Kapur Air Hitam,4.5,"G923+8XW, Jl. Jala Utama, Karya Indah, Kec. Tapung, Kabupaten Kampar, Riau 28291","Bukit yang satu ini merupakan bukit yang terbentuk dari aktivitas bekas penambangan. Penamaan Air Hitam ini karena lokasi bukit ini berada di wilayah Air Hitam. Tempat ini secara resmi belum dikelola oleh pemerintah, namun karena antusias para penduduk dan para wisatawan sekarang tempat ini ramai dikunjungi.",Setap Hari ( 24 Jam ),Rp 15.000
Riau,Riau Fantasi Kampar,4.2,"Jl. Labersa, Simpang Tiga, Kec. Siak Hulu, Kabupaten Kampar, Riau 28284",Taman rekreasi keluarga dengan seluncuran air yang memacu adrenalin ke kolam percik & tubing di kolam arus.,Setiap Hari ( 10.00  - 18.00 WIB ),Rp  60.000
Riau,Anjungan Seni Idrus Tintin,4.4,"FFH4+59R, Tangkerang Selatan, Jalan Jenderal Sudirman, Simpang Tiga, Bukit Raya, Simpang Tiga, Kec. Bukit Raya, Kota Pekanbaru, Riau 28128","Anjung Seni Idrus Tintin adalah sebuah bangunan pertunjukan seni dan budaya di Kota Pekanbaru, Provinsi Riau. Bangunan ini hanya memiliki satu lantai, tetapi berdiri cukup tinggi dengan warna kuning yang mendominasi serta motif-motif yang sangat kental dengan corak Melayu Riau.",Senin - Sabtu ( 08.00  - 16.00 WIB ),Rp 10.000
Riau,Pasar Bawah Pekanbaru,4.4,"Pasar bawah pasar wisata, Kota Pekanbaru, Riau 28152","Tempat legendaris ini merupakan tempat wisata sekaligus tempat belanja terpopuler. Pasar bawah Pekanbaru ini dinamakan oleh masyarakat sekitar karena lokasinya yaitu berada di bawah dekat Sungai Siak yang letaknya agak rendah. Selain tempat belanja, Pasar Bawah ini juga merupakan simbol tersendiri bagi kota Pekanbaru.",Setiap Hari ( 08.00  - 18.00 WIB ),Gratis
Riau,Museum Sang Nila Utama,4.1,"Tangkerang Pekanbaru Jl. Jend. Sudirman No.194, Tengkerang Tengah, Marpoyan Damai, Pekanbaru City, Riau 28282","Museum Sang Nila Utama merupakan sebuah museum daerah yang berlokasi di Pekanbaru, Riau. Museum ini mengumpulkan dan menyimpan warisan-warisan yang berhubungan dengan budaya Melayu Riau seperti pakaian adat pernikahan, permainan tradisional, alat musik, artefak dan lainnya.",Senin - Jumat ( 08.00  - 16.00 WIB ),Rp 15.000
Riau,Arboretum Universitas Riau,4.8,"F9HM+6P4, Jl. Muchtar Lutfi, Simpang Baru, Kec. Tampan, Kota Pekanbaru, Riau 28292","Arboretum Universitas Riau memiliki luas ± 10 Ha.Arboretum terletak di Kecamatan Tampan Kota Pekanbaru Provinsi Riau dengan ketinggian 5-50 m dpl. Arboretum ini berde- katan dengan tempat wisata yang minati oleh mahasiswa seperti jembatan kupu-kupu, air mancur, dan pendopo.",Setiap Hari ( 24 Jam ) ,Rp 5.000
Riau,Kebun Binatang Sang Kulim,4.0,"CC94+GG2, Kebun binatang kasang kulim, Kubang Jaya, Kec. Siak Hulu, Kabupaten Kampar, Riau 28452","Objek wisata yang terkenal di Kota Pekanbaru lainnya adalah Kebun Binatang Sang Kulim. Destinasi wisata ini banyak dikunjungi terutama oleh orang-orang yang sudah berkeluarga. Namun ada juga turis asing yang suka berlibur ke kebun binatang ini. Kebun Binatang yang memiliki luas sekitar 10 ha ini memiliki beberapa jenis hewan yang dapat ditemukan disana seperti monyet, gajah, landak burung, dan masih banyak lagi. Kebun Binatang Sang Kulim juga menawarkan beberapa wahana permainan anak sehingga anak tidak akan merasa bosan di kebun binatang.",Setiap Hari ( 08.00  -  17.00 WIB ),Rp 20.000
Riau,Taman Rekreasi Alam Mayang,4.3,"Jl. Imam Munandar taman rekreasi alamayang No.depan, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28282","Taman wisata ini dikelilingi oleh perbukitan sehingga panorama alam yang ada di sana sangat alami, hijau, dan segar. Jika hobi memancing, kamu dapat menyalurkan bakatmu tersebut di kolam yang sudah disediakan khusus bagi orang yang mau memancing. Taman Rekreasi Alam Mayang juga memiliki beberapa wahana seperti outbound, flying fox, bola air raksasa, dan masih banyak lagi.",Setiap Hari ( 07.00  - 20.00 WIB ),Rp 18.000
Riau,Balai Adat Riau,4.5,"GF73+X6Q, Jalan Diponegoro, Suka Mulia, Kec. Sail, Kota Pekanbaru, Riau 28127",Balai Adat Riau sering dijadikan sebagai tempat pertunjukkan budaya sehingga dapat melestarikannya hingga tidak punah. Kamu juga dapat menemukan beberapa ciri khas yang dimiliki oleh adat Melayu Riau sehingga dapat menambah pengetahuan.,Senin - Jumat ( 08.00  -  16.00 WIB ),Gratis
Riau,Rumah Singgah Tuan Kadi,4.5,"GCRQ+5WC, Kp. Bandar, Kec. Senapelan, Kota Pekanbaru, Riau 28155",Konon katanya Rumah Singgah Tuan Kadi ini adalah awal mula terbentuknya Kota Pekanbaru sebelum menjadi kota yang megah dan indah seperti saat ini. Rumah Singgah Tuan Kadi ini dulunya menjadi tempat singgah Sultan Siak jika ingin pergi ke Pekanbaru (Senapelan: Dulu). Rumah singgah ini merupakan peninggalan Tradisional yang menjadi tempat wisata saat ini. Dari lokasi Rumah Singgah ini pengunjung bisa menikmati teman indah di sekitar area.,Setiap Hari ( 08.00  -  16.00 WIB ),Gratis
Riau,Masjid Senapelan Pekanbaru,4.7,"Jl. Senapelan No.128, Kp. Bandar, Kec. Senapelan, Kota Pekanbaru, Riau 28155","Masjid Raya Pekanbaru atau Masjid Senapelan Pekanbaru merupakan salah satu masjid tertua di Riau yang terletak di Kota Pekanbaru, Indonesia. Masjid ini dibangun pada abad ke-18, tepatnya tahun 1762.",Setiap Hari ( 24 Jam ) ,Gratis
Riau,Perpustakaan Soeman HS,4.5,"Jl. Jend. Sudirman No.462, Jadirejo, Kec. Sukajadi, Kota Pekanbaru, Riau 28126","Perpustakaan di Pekanbaru yang satu ini berbeda dengan perpustakaan pada umumnya. Disini, tempat perpustakaan dijadikan destinasi wisata modern sekaligus memberi ilmu pengetahuan. Desain Perpustakaan Soeman H.S sangat unik, megah, dan elegan sehingga wisatawan dapat menikmati keindahan tempat sambil membaca buku yang ada di sana.",Senin - Jumat ( 08.00  -  16.00 WIB ),Gratis
Riau,RTH Putri Kaca Mayang,4.3,"Jl. Jend. Sudirman No.474, Jadirejo, Kec. Sukajadi, Kota Pekanbaru, Riau 28121","Taman ini memiliki banyak fasilitas lengkap untuk Anda yang yang ingin rekreasi bersama keluarga. Selain keluarga di taman ini bisa Anda habiskan waktu bersama teman dan pasangan. Rumah Taman Hijau ini menyediakan fasilitas bagi Anda yang ingin hanya sekedar nongkrong, jogging, duduk sambil menikmati sore, Ada kolam renang, dan wahana bermain lainnya untuk anak-anak.",Setiap Hari ( 24 Jam ) ,Gratis
Riau,Taman Kota Pekan Baru,4.2,"GF72+PJG, Simpang Empat, Kec. Pekanbaru Kota, Kota Pekanbaru, Riau 28127","Taman Kota Pekanbaru ini selain dijadikan tempat wisata rekreasi, ada juga wisata kuliner khas Pekanbaru. Di sudut taman bisa Anda gunakan untuk berkumpul bersama teman-teman Anda sambil menikmati jajanan yang ramai dijajakan di pinggir taman.",Setiap Hari ( 06.00  - 19.00 WIB ),Rp 5.000
Riau,Pulau Cinta Riau,4.1,"9CP6+F9H, Pantai Cinta Teluk Jering, Tlk. Kenidai, Kec. Tambang, Kabupaten Kampar, Riau 28293","Pulau Cinta berbeda dengan pulau lainnya. Disini, Pulau Cinta berupa hamparan pasir putih yang sangat lembut ketika diinjak. Pasir tersebut berada di pinggir sungai sehingga tampak unik. Wisatawan dapat melakukan kegiatan seperti bermain water sport, naik perahu, berenang, bahkan sekedar jalan-jalan santai.",Setiap Hari(24 jam),Rp 10.000
Jambi,Tugu Juang Jambi,4.4,"9HJQ+9QX, Jl. HOS. Cokroaminoto No.4, Selamat, Kec. Telanaipura, Kota Jambi, Jambi 36129","Istimewanya di atas Tugu ini ada patung seorang pria berseragam yang memegang bambu runcing, itulah kenapa diberikan nama Tugu Juang. Tempat ini merupakan salah satu tempat wisata di Jambi yang mengisahkan perjuangan saat melawan penjajah.",Setiap Hari ( 24 Jam ) ,Gratis
Jambi,Tugu Pers Jambi,4.2,"CJ24+5MP, Jl. Sultan Agung, Lb. Bandung, Kec. Ps. Jambi, Kota Jambi, Jambi 36124",Tugu ini dibuat untuk memperingati kebebasan pers di Kota Jambi. Destinasi wisata ini sangat pas untuk Anda nongkrong bersama teman-teman Anda. Karena di sekitar tempat ini banyak dijajakan kuliner khas Jambi.,Setiap Hari ( 24 Jam ) ,Rp 5.000
Jambi,Air Terjun Pancaro Rayo,4.7,"RC7Q+88X, Dusun Baru P. Tengah, Kec. Keliling Danau, Kabupaten Kerinci, Jambi 37173","Air Terjun Pancaro Rayo adalah salah satu Air Terjun tertinggi di Desa Koto Tuo Kecamatan Keliling Danau, Kabupaten Kerinci, Provinsi Jambi, yakni dengan ketinggian kurang lebih 150 meter",Setiap Hari ( 24 Jam ) ,Rp 10.000
Jambi,Museum SiGinjai,4.4,"9HRV+W2P, Jl. Jenderal Urip Sumoharjo, Sungai Putri, Kec. Telanaipura, Kota Jambi, Jambi 36124","Museum Siginjai Jambi merupakan museum yang menyimpan berbagai koleksi benda-benda bersejarah, benda seni tradisi serta sejumlah instalasi edukasi pewarisan budaya lainya.","Senin - Jumat ( 07.00  - 16.00 WIB ) 
Sabtu ( 24 Jam )",Rp 3.000
Jambi,Jambi Paradise Muaro Jambi,4.1,"Simpang Acai, Kb. IX, Kec. Sungai Gelam, Kabupaten Muaro Jambi, Jambi 36361","Taman 8 hektare yang dikelilingi air dengan gazebo piknik, labirin, naik perahu, jalan setapak & flying fox.",Setiap Hari ( 09.45  -  17.45 WIB ),Rp 30.000
Jambi,Candi Muaro Jambi,4.7,"GMC8+RRP, Muaro Jambi, Kec. Maro Sebo, Kabupaten Muaro Jambi, Jambi 36382","Candi Muaro Jambi adalah sebuah kompleks percandian agama Hindu-Buddha terluas di asia tenggara, dengan luas 3981 hektar. yang kemungkinan besar merupakan peninggalan Kerajaan Sriwijaya dan Kerajaan Melayu.",Setiap Hari ( 08.00  -  18.00 WIB ),Rp 5.000
Jambi,Menara Gentala Arasy,4.5,"CJ77+XPG, Arab Melayu, Kec. Pelayangan, Kota Jambi, Jambi 36123","Museum Menara Gentala Arasy adalah museum yang menggambarkan perkembangan Islam di Provinsi Jambi. Peresmian museum diselenggarakan pada tanggal 3 September 2014 oleh Menteri Agama Indonesia, Lukman Hakim Saifuddin.",Setiap Hari ( 05.30  -  00.00 WIB ),Rp 2.000 - Rp 5.000
Jambi,Candi Tinggi Muaro Jambi,4.2,"GMF9+JF8, Muaro Jambi, Kec. Maro Sebo, Kabupaten Muaro Jambi, Jambi 36382","Candi Tinggi ini merupakan salah satu candi yang banyak dikunjungi oleh wisatawan. Candi ini cocok untuk Anda yang bosan dengan pemandangan pantai dan air terjun, selain itu letak Candi Tinggi ini juga tidak jauh dari lokasi pejalan kaki.",Setiap Hari ( 24 Jam ) ,Rp 5.000
Jambi,Kebun Teh Kayu Aro,4.7,"67GF+Q4J, Giri Mulyo, Kec. Kayu Aro, Kabupaten Kerinci, Jambi 37163",Kebun Teh Kayu Aro yang memiliki luas lebih dari 3.000 hektar ini berada di kaki Gunung Kerinci. Anda bisa berjalan-jalan menjelajahi kebun teh sembari menyapa penduduk setempat yang ramah. Anda pun bisa mengabadikan momen dengan berfoto di setiap sudut tempat.,Setiap Hari ( 08.00  -  17.00 WIB ),Rp 5.000
Jambi,Hestis Garden Jambi,4.0,"9V7P+HFM, Unnamed Road,, Muara Manderas, Kec. Jangkat, Kabupaten Merangin, Jambi 37372",Nuansa alam di tempat ini sangat memukau. Dimana tempat wisata ini sangat Hits dikalangan pemuda dan pemudi. Taman ini dipenuhi oleh padang bunga yang indah. Selain itu taman ini juga menyediakan banyak spot foto yang bagus dan dijamin Anda tidak akan menyesal. Taman bunga ini menyediakan puluhan bunga warna-warni yang sangat cantik dan menambah indahnya taman ini. Di setiap sudut taman menyajikan aneka keindahan untuk dinikmati.,Setiap Hari ( 08.00  -  16.00 WIB ),Rp 10.000
Jambi,Taman Tanggo Rajo,4.2,"Jl. Sultan Thaha No.15, Kasang, Kec. Jambi Tim., Kota Jambi, Jambi 36123","Kawasan Tanggo Rajo memang cukup strategis dan gampang dicari. Berada persis di Depan Rumah Dinas Gubernur Jambi di bilangan pasar Jambi, kawasan ini sudah menjadi kawasan wisata kuliner untuk warga Kota Jambi. Kawasan wisata di tepi sungai terpanjang di Sumatera ini menawarkan wisata pemandangan dipadu dengan kuliner yang pantang dilewatkan. Di sini Anda bisa menikmati matahari terbenam sembari menikmati berbagai jajanan. Jajanan favoritnya adalah jagung bakar. Lokasi ini mulai ramai dari sore hingga malam hari. Pada akhir pekan, banyak pula pemancing yang mengunjunginya. Selain itu, tempat ini juga sering dijadikan sebagai tempat untuk membuka event-event penting yang diselenggarakan atau yang digelar di Kota Jambi.",Setiap Hari ( 24 Jam ) ,Rp 3.000
Jambi,Taman Telun Berasap,4.4,"Telun Berasap, Kec. Gn. Tujuh, Kabupaten Kerinci, Jambi 27778","Taman Telun Berasap terdiri dari kawasan air terjun setinggi 50 meter dan konservasi yang masih menjadi bagian dari Gunung Kerinci. Di tempat ini Anda bisa menikmati semilir kabut yang terasa dingin serta menyaksikan jatuhnya air menimpa bebatuan yang menimbulkan bunyi alami menenangkan. Kawasan sekitarnya masih berupa hutan lebat, butuh perjuangan ekstra untuk sampai ke sini.",Setiap Hari ( 08.00  -  17.00 WIB ),Rp 5.000
Jambi,Geopark Merangin,4.1,"Unnamed Road, Air Batu, Kec. Renah Pembarap, Kabupaten Merangin, Jambi 37361",Kawasan GeoPark Merangin yang terletak di pegunungan ini menjadi area arung jeram dan olahraga alami yang cukup menantang. Bagi Anda yang senang dengan jenis olahraga ekstrim dapat mencoba trek di tempat ini.,Setiap Hari ( 09.00  -  20.00 WIB ),Rp 10.000
Jambi,Tugu Keris Siginjai,4.5,"9J95+Q4Q, Paal Lima, Kota Baru, Jambi City, Jambi 36129","Tugu Keris Siginjai adalah sebuah tugu atau monumen yang merupakan ikon dari Kota Jambi. Bentuknya menyerupai keris siginjai yakni keris kerajaan Jambi. Tugu ini memiliki tinggi sekitar 9 meter dan tinggi keseluruhannya sekitar 28 meter. Letaknya tepat berada dipusat perkantoran Wali Kota Jambi, Kota Baru.",Setiap Hari ( 24 Jam ) ,Rp 1.000 - Rp 3.000
Jambi,Taman Wisata Kampoeng Radja,4.2,"Jl. Lkr. Barat 3 No.108, Kenali Besar, Kec. Kota Baru, Kota Jambi, Jambi 36361","Taman hiburan dengan wahana pasar malam & taman air dengan kolam renang, serta penyewaan perahu & kereta.",Setiap Hari ( 06.00  -  17.00 WIB ),Rp 35.000
Jambi,Masjid Agung Al-Falah,4.8,"RT.01/RW.No.60, Jl. Sultan Thaha, Legok, Telanaipura, Jambi City, Jambi 36124","Masjid Agung Al-Falah merupakan masjid terbesar di Jambi, Indonesia. Masjid ini juga dikenal sebagai Masjid 1000 Tiang, meskipun jumlah tiangnya hanya 256.",Setiap Hari ( 24 Jam ) ,Gratis
Jambi,Museum Perjuangan Rakyat Jambi,4.4,"Jl. Sultan Agung Lap. Banteng No.12, Murni, Kec. Telanaipura, Kota Jambi, Jambi 36124","Museum Perjuangan Rakyat Jambi merupakan salah satu museum di Indonesia yang terletak di Kota Jambi, Provinsi Jambi.","Senin - Kamis ( 08.00  -  16.00 WIB ) 
Jumat - Minggu ( 08.00  -  16.30 WIB )",Rp 2.000
Jambi,Danau Kerinci Jambi,4.3,"Kabupaten Kerinci, Jambi","Danau Kerinci merupakan sebuah danau yang terletak di Provinsi Jambi, Indonesia. Tepatnya di Kabupaten Kerinci. Danau ini memiliki luas wilayah 5000 meter persegi dengan memiliki ketinggian 783 meter di atas permukaan laut.",Setiap Hari ( 24 Jam ) ,Rp 10.000 - Rp. 20.000
Jambi,Taman Mayang Mangurai,4.3,"9HWM+4VR, Telanaipura, Jambi City, Jambi 36361","Taman Mayang Mangurai dengan bangunan Rumah Adat Jambi, Kajanglako. Didalamnya terdapat koleksi peralatan pengantin Jambi dan pakaian adat kabupaten kota se-Provinsi Jambi.Taman Mayang Mangurai berada Jl. Atmadibrata, Kecamatan Telanaipura, 6 km dari pusat kota Taman yang penuh pepohonan dengan bangunan Rumah Adat Jambi, berada diatas area seluas 0,75 hektar.",Setiap Hari ( 08.00  -  16.30 WIB ),Rp 1.000 - Rp 3.000
Jambi,Masjid Raya Pondok Tinggi,4.8," W9MV+GF9, Jl. Kol. M. Koekoeh, Pd. Tinggi, Sungai Bungkal, Kota Sungai Penuh, Jambi 37111","Masjid Agung Pondok Tinggi adalah masjid yang terletak di Kelurahan Pondok Tinggi, Kecamatan Sungai Penuh, Kota Sungai Penuh, Provinsi Jambi. Bagian utara berbatasan dengan jalan raya dan bagian selatan berbatasan dengan perpustakaan. Sedangkan bagian timur dan barat berbatasan dengan rumah penduduk",Setiap Hari ( 24 Jam ) ,Gratis
Bengkulu ,Pantai Sungai Suci,4.6,"Jalan Pesisir Pantai Panjang, Pondok Kelapa, Pd. Klp., Kec. Pd. Klp., Kabupaten Bengkulu Tengah, Bengkulu 38121","Pantai Sungai Suci adalah sebuah pantai yang menawarkan keindahan layaknya Tanah Lot di Bali. Di sana Kamu bisa menguji adrenalin dengan melewati sebuah jembatan kembar yang menghubungkan sebuah pulau kecil dengan Pantai Sungai Suci. Setelah melewati jembatan tersebut, Kamu akan disuguhkan dengan pemandangan debur ombak yang menghantam bebatuan serta hijaunya pepohonan.",Setiap Hari ( 24 Jam ) ,Rp 5.000
Bengkulu ,Suban Air Panas Curup,4.3,"Cawang Baru, Kec. Curup Tim., Kabupaten Rejang Lebong, Bengkulu 39119","Destinasi yang satu ini menawarkan sebuah sensasi berendam di sebuah sumber air panas. Terletak di kawasan Cawang Baru, tempat ini memberikan pengalaman berlibur yang berbeda. Pasalnya, tidak jauh dari sumber air tersebut terdapat sebuah air terjun dengan ketinggian sekitar 90 meter. Namun, air terjun tersebut memiliki air yang dingin. Dipercaya bahwa air panas yang ada di sana dapat menyembuhkan berbagai macam penyakit. Air tersebut nampak begitu bening dan tidak memiliki aroma khas belerang, sehingga membuat siapapun yang berendam menjadi nyaman. Kawasan tersebut ramai dikunjungi warga lokal untuk berendam karena hal tersebut.",Setiap Hari ( 06.00  -  18.00 WIB ),Rp 10.000
